id,kind,label,owner_domain,criticality,fidelity,twin_ref,repo,sha,identity_model,build,health,fidelity_evidence,confidence,lanes,source_refs
identity:mozart-basic-auth:fts,identity,FTS -> Mozart Basic auth ([mozart.auth] MOZART_AUTH_KEY/SECRET),mozart,P0,high_fidelity_replacement,,,,,,,mozart-sim accepts any Basic credentials (CONTRACT.md),confirmed,fts-mozart,fts/internal/config/mozart.go:15-26;fts/pkg/request/rest.go:345;mozart/app/router/router.go:200
identity:partner-oauth-token,identity,Partner / OAuth bearer token (jwt-x flow),edge,P0,graph_only,,,,Authorization: Bearer <token> against the /oauth base URL; the monolith accepts bearer only on Route::$private + OAUTH_SPECIFIC_ROUTES; Kong jwt-x verifies signature + revocation and sets authenticated=true with oauth.* passport claims,,,absent from the twin,confirmed,identity-ingress,"api/app/Http/Middleware/Authenticate.php:209-221,357-370;x/src/js/api/api.js:63-69,188-190"
identity:passport-jwt,identity,"X-Passport-JWT-V1 (RS256, kid edgev2, exp=now+300s)",edge,P0,behavioural_placeholder,ENV2_COMPOSE/substitutes/kong-lite _mint_passport_jwt (server.py:150-174),,,"Claims: nbf/exp/jti/payloadhash always; iat/iss(=edge); aud(upstream host); mode; org/product; domain; identified; authenticated; credential.{username,public_key,secret_ref_id}; merchant.id (legacy); consumer.{id,type}; impersonation.{type,consumer.{id,type}}; oauth.*; roles; additional_identities[]. NO authType claim exists.",,,"kong-lite emits iss/sub/jti/iat/nbf/exp/identified/authenticated/mode/org/product/consumer/roles ONLY — missing payloadhash, credential, merchant.id, aud, impersonation; iss is a synthetic host, not 'edge'",confirmed,identity-ingress,"edge/kong-plugins/kong-plugin-upstream-jwt/kong/plugins/upstream-jwt/access.lua:60-80,86-205;api/app/Http/Middleware/DecodePassportJwt.php:82-103;api/config/passport.php:7,15;api/app/Http/BasicAuth/PassportUtil.php:128-144,225,377-386,420-438"
identity:passport-jwt-minted-by-api,identity,passport-jwt-minted-by-api,api-monolith,P0,high_fidelity_replacement,ENV2_COMPOSE/substitutes/api-ingress/server.py,,,"issuer 'api', kid 'apiv1', 300s TTL; set on every outbound PS/xperience/batch call as X-Passport-JWT-V1; for privilege-auth it is re-signed as an application-consumer JWT (app/Services/PayoutService/Base.php:541-579)",,,minted / verified by api-ingress in the twin,confirmed,identity-ingress;m7-ingress,api/app/Http/BasicAuth/BasicAuth.php:3846-3871;ENV2_COMPOSE/substitutes/api-ingress/CONTRACT.md
identity:passport-legacy-auth:admin,identity,passport legacy auth type 'admin',platform,P1,real_source_running,,,,,,,checkForSupportedAuths runs in the real binary,confirmed,payouts-core,payouts/internal/routing/middleware/passport.go:157-181;payouts/internal/routing/router/payout_routes.go:23-25
identity:passport-legacy-auth:private,identity,passport legacy auth type 'private',platform,P0,real_source_running,,,,,,,checkForSupportedAuths runs in the real binary,confirmed,payouts-core,payouts/internal/routing/middleware/passport.go:157-181;payouts/internal/routing/router/payout_routes.go:23-25
identity:passport-legacy-auth:privilege,identity,passport legacy auth type 'privilege',platform,P1,real_source_running,,,,,,,checkForSupportedAuths runs in the real binary,confirmed,payouts-core,payouts/internal/routing/middleware/passport.go:157-181;payouts/internal/routing/router/payout_routes.go:23-25
identity:passport-legacy-auth:proxy,identity,passport legacy auth type 'proxy',platform,P0,real_source_running,,,,,,,checkForSupportedAuths runs in the real binary,confirmed,payouts-core,payouts/internal/routing/middleware/passport.go:157-181;payouts/internal/routing/router/payout_routes.go:23-25
identity:payouts-basic-auth:api,identity,API monolith (razorpay/api) service credential,payouts,P0,real_source_running,ENV2_COMPOSE docker secrets auth_* per caller,,,"HTTP Basic auth ([auth.api]; names only, no values)",,,Basic-auth check runs in the real payouts-api binary (middleware/auth.go:26),confirmed,payouts-core,payouts/config/default.toml:100-102 [auth.api];payouts/internal/routing/middleware/auth.go:26-67
identity:payouts-basic-auth:bankingaccounts,identity,banking-accounts service credential (merchant onboarding),payouts,P1,real_source_mapped_not_running,,,,"HTTP Basic auth ([auth.bankingaccounts]; names only, no values)",,,Basic-auth check runs in the real payouts-api binary (middleware/auth.go:26),confirmed,payouts-core,payouts/config/default.toml:121-123 [auth.bankingaccounts];payouts/internal/routing/middleware/auth.go:26-67
identity:payouts-basic-auth:dashboard,identity,"dashboard credential (declared, unused by any route group)",payouts,P2,real_source_mapped_not_running,,,,"HTTP Basic auth ([auth.dashboard]; names only, no values)",,,Basic-auth check runs in the real payouts-api binary (middleware/auth.go:26),confirmed,payouts-core,payouts/config/default.toml:94-96 [auth.dashboard];payouts/internal/routing/middleware/auth.go:26-67
identity:payouts-basic-auth:fastcron,identity,"FastCron scheduler credential (/v1/cron/*, /test/*)",payouts,P0,real_source_running,ENV2_COMPOSE docker secrets auth_* per caller,,,"HTTP Basic auth ([auth.fastcron]; names only, no values)",,,Basic-auth check runs in the real payouts-api binary (middleware/auth.go:26),confirmed,payouts-core,payouts/config/default.toml:109-111 [auth.fastcron];payouts/internal/routing/middleware/auth.go:26-67
identity:payouts-basic-auth:fts,identity,Payouts Service inbound cred.FTS (used for /v1/notify/* and shared /v1/payouts internal group),payouts,P0,real_source_running,ENV2_COMPOSE docker secrets auth_* per caller,,,"HTTP Basic auth ([auth.fts]; names only, no values)",,,real payouts binary runs in twin,confirmed,fts-mozart;payouts-core,payouts/internal/routing/router/internal_routes.go:11-16;payouts/internal/routing/router/payout_internal_routes.go:12-18;payouts/config/default.toml:103-105 [auth.fts];payouts/internal/routing/middleware/auth.go:26-67
identity:payouts-basic-auth:irctc,identity,IRCTC integration credential,payouts,P2,real_source_mapped_not_running,,,,"HTTP Basic auth ([auth.irctc]; names only, no values)",,,Basic-auth check runs in the real payouts-api binary (middleware/auth.go:26),confirmed,payouts-core,payouts/config/default.toml:130-132 [auth.irctc];payouts/internal/routing/middleware/auth.go:26-67
identity:payouts-basic-auth:merchantconfiguration,identity,merchant-configuration admin credential,payouts,P1,real_source_mapped_not_running,,,,"HTTP Basic auth ([auth.merchantconfiguration]; names only, no values)",,,Basic-auth check runs in the real payouts-api binary (middleware/auth.go:26),confirmed,payouts-core,payouts/config/default.toml:112-114 [auth.merchantconfiguration];payouts/internal/routing/middleware/auth.go:26-67
identity:payouts-basic-auth:reminder,identity,"reminder credential (declared, unused by any route group)",payouts,P2,real_source_mapped_not_running,,,,"HTTP Basic auth ([auth.reminder]; names only, no values)",,,Basic-auth check runs in the real payouts-api binary (middleware/auth.go:26),confirmed,payouts-core,payouts/config/default.toml:97-99 [auth.reminder];payouts/internal/routing/middleware/auth.go:26-67
identity:payouts-basic-auth:settlements,identity,settlements service credential,payouts,P1,real_source_mapped_not_running,,,,"HTTP Basic auth ([auth.settlements]; names only, no values)",,,Basic-auth check runs in the real payouts-api binary (middleware/auth.go:26),confirmed,payouts-core,payouts/config/default.toml:127-129 [auth.settlements];payouts/internal/routing/middleware/auth.go:26-67
identity:payouts-basic-auth:vendorpayments,identity,vendor-payments service credential,payouts,P1,real_source_mapped_not_running,,,,"HTTP Basic auth ([auth.vendorpayments]; names only, no values)",,,Basic-auth check runs in the real payouts-api binary (middleware/auth.go:26),confirmed,payouts-core,payouts/config/default.toml:118-120 [auth.vendorpayments];payouts/internal/routing/middleware/auth.go:26-67
identity:payouts-basic-auth:workflow,identity,workflows service credential (approval callbacks),payouts,P0,real_source_running,ENV2_COMPOSE docker secrets auth_* per caller,,,"HTTP Basic auth ([auth.workflow]; names only, no values)",,,Basic-auth check runs in the real payouts-api binary (middleware/auth.go:26),confirmed,payouts-core,payouts/config/default.toml:106-108 [auth.workflow];payouts/internal/routing/middleware/auth.go:26-67
identity:payouts-basic-auth:xbalances,identity,x-balances service credential (/v1/internal/*),payouts,P1,real_source_mapped_not_running,,,,"HTTP Basic auth ([auth.xbalances]; names only, no values)",,,Basic-auth check runs in the real payouts-api binary (middleware/auth.go:26),confirmed,payouts-core,payouts/config/default.toml:124-126 [auth.xbalances];payouts/internal/routing/middleware/auth.go:26-67
identity:payouts-basic-auth:xperience,identity,Xperience service credential,payouts,P1,real_source_mapped_not_running,,,,"HTTP Basic auth ([auth.xperience]; names only, no values)",,,Basic-auth check runs in the real payouts-api binary (middleware/auth.go:26),confirmed,payouts-core,payouts/config/default.toml:115-117 [auth.xperience];payouts/internal/routing/middleware/auth.go:26-67
identity:ps-cred-api,identity,payouts-service inbound cred.API (Basic 'api'),payouts,P0,real_source_running,kong-lite injects PS_API_AUTH_USER/PS_API_AUTH_PASS_FILE on payouts-api-bound routes,,,"middleware.BasicAuth(cred.API, cred.Workflow) on the public payout route group",,,,confirmed,identity-ingress,payouts/internal/routing/router/payout_routes.go:16;ENV2_COMPOSE/substitutes/kong-lite/server.py:58-60
identity:ps-cred-fastcron,identity,payouts-service cred.FastCron (Basic auth for /v1/cron/*),payouts,P1,real_source_running,ENV2_COMPOSE cron-driver (docker-compose.yml:1996),,,Single shared basic-auth pair for the external FastCron SaaS; guards every /v1/cron route including POST /v1/cron/query_db which executes arbitrary SELECTs (cron_routes.go:130-135),,,,confirmed,identity-ingress,payouts/internal/routing/router/cron_routes.go:12-16;payouts/internal/config/config.go:237
identity:ps-cred-workflow,identity,payouts-service inbound cred.Workflow (Basic 'rzp_live'/workflow),payouts,P0,real_source_running,"ENV2_COMPOSE/substitutes/workflow-engine/wfengine/callbacks.py:30-32,165-175",,,"The credential WFS (and, in the twin, wfengine) presents on the payouts_internal approve/reject callbacks",,,,confirmed,identity-ingress,"payouts/internal/routing/router/payout_internal_routes.go:16,71,77"
identity:service-basic-auth-or-passport,identity,ServiceBasicAuthOrPassport (Edge-direct requests carry no service creds; passport is authenticator of record),payouts,P1,real_source_running,,,,,,,only /v1/payouts/schedule/timeslots uses it at this SHA,confirmed,payouts-core,payouts/internal/routing/middleware/auth.go:69-110;payouts/internal/routing/router/payout_routes.go:115-124
identity:service-basic-auth:admin-dashboard,identity,admin_dashboard app credential,api-monolith,P2,graph_only,,,,internal-app identity for admin-dashboard traffic,,,No internal-app credential store or Route::$internalApps allow-list exists in the twin's monolith-stub,confirmed,identity-ingress,api/app/Http/Route.php:14874
identity:service-basic-auth:api-to-ps,identity,monolith credential presented to the payouts service,api-monolith,P0,real_source_running,kong-lite injects PS_API_AUTH_USER/PS_API_AUTH_PASS_FILE,,,"Basic auth from config('applications.payouts_service')[mode]['payout_key'/'payout_secret'] (cred.API on the PS side), PLUS X-Passport-JWT-V1 (BasicAuth.php:3846-3871), X-Payout-Actor-Id / X-Payout-Actor-Type (Base.php:582-596), X-Payout-Idempotency (Create.php:188-205) and X-Payouts-Service-Proxy (0=direct gate, 1=classic)",,,,confirmed,identity-ingress,"api/app/Services/PayoutService/Base.php:80-88,356;payouts/internal/config/config.go:231-245"
identity:service-basic-auth:batch,identity,service-basic-auth:batch,api-monolith,P0,high_fidelity_replacement,ENV2_COMPOSE/substitutes/api-ingress/server.py,,,"Batch sends Authorization: Basic base64('rzp_<mode>_<X-Entity-Id>' : BATCH_API_SECRET) — i.e. it impersonates the merchant with a SINGLE service-wide secret (authType=proxy default, BulkApiCallDataProcessorImpl.java:84). The monolith resolves it via proxyAuth (BasicAuth.php:1220,1547-1580): user=merchant id, pass=applications.batch.secret.",,,minted / verified by api-ingress in the twin,confirmed,identity-ingress;m7-ingress,api/config/applications.php:1314-1319;api/app/Http/Route.php:18735-18751;batch/src/main/java/com/razorpay/batch/utils/RestCallUtils.java:21-69;ENV2_COMPOSE/substitutes/api-ingress/CONTRACT.md
identity:service-basic-auth:cfa-callers,identity,"CFA Basic creds (constant-time compare against Password1/Password2, sets contextkey.OriginServiceKey=username) with per-method ACL, default deny: API (10 methods), Payouts (9), Validx (same 9), XPerience (7), Wallet (GetFundAccountById only), Cron/Admin (EMPTY -- authenticate but authorize nothing), each Dev user (BankIdentifierCorrection only). WEAKNESS: caller-supplied merchant_enabled_configs[internal_app_name] can override the authenticated origin service for internal-contact-type authorization.",cfa,P0,real_source_running,,repo:cfa,d488558e162c08e9fa04dff005f27d846ce88ad2,,,,,confirmed,money-and-statements,cfa/internal/server/interceptors.go:17-95;cfa/internal/server/interceptor/basicauth.go:97-140;cfa/internal/server/interceptor/authz.go:76-101
identity:service-basic-auth:fts,identity,FTS credential presented to the monolith,fts,P1,graph_only,,,,FTS -> monolith internal-app basic auth,,,No internal-app credential store or Route::$internalApps allow-list exists in the twin's monolith-stub,confirmed,identity-ingress,api/config/applications.php:1271;api/app/Http/Route.php:18714-18719
identity:service-basic-auth:fts-art,identity,FTS ARTAuth Basic credential (RECON_FTS_LIVE_USER/SECRET) — recon's only write identity into FTS,fts,P0,real_source_mapped_not_running,,repo:fts,2a09e763,,,,,confirmed,money-and-statements,fts/internal/constants/authusers.go:6;recon/app/workflow_kafka_consumer/processor/consumer_service/fts.py:1-21;recon/app/config/app.env.toml:42
identity:service-basic-auth:fts-to-payouts,identity,FTS outbound [payouts_service.auth] PAYOUTS_SERVICE_AUTH_KEY/SECRET,fts,P0,real_source_running,,,,,,,arena env supplies matching pair for payouts cred.FTS,confirmed,fts-mozart,fts/config/env.default.toml:833-836;fts/internal/transfer/service.go:1176
identity:service-basic-auth:ledger-clients,identity,"ledger [auth.*] Basic creds: payouts, fts, xbalances, settlements, scrooge, pgRouter, growth, cps, ups, pcp, ... (+Ledger-Tenant)",ledger,P0,real_source_running,ENV2_COMPOSE/config/templates/base/ledger/arena.toml:148 [auth],repo:ledger,471ff4d5321b6b99a7965882d18f572a1adf5194,,,,,confirmed,money-and-statements,ledger/config/default.toml:143-250;ledger/internal/boot/hooks/auth.go:18-75
identity:service-basic-auth:merchant-dashboard,identity,merchant_dashboard app credential,edge,P1,graph_only,,,,The dashboard backend's own internal-app identity used for proxyAuth's password half,,,No internal-app credential store or Route::$internalApps allow-list exists in the twin's monolith-stub,confirmed,identity-ingress,"api/app/Http/Route.php:13192,14130-14207"
identity:service-basic-auth:monolith-recon-app,identity,"monolith app credential `recon`, allow-listed to exactly 13 route names (internal_fail, internal_reconcile, internal_receive, recon_update_data, payment_card_recon_create_transaction, ...). banking_account_statement/payout_update is NOT among them -- that route is the BAS-recon path, not the ART path.",api-monolith,P0,graph_only,,repo:api,2d665f91,,,,,confirmed,money-and-statements,"api/app/Http/Route.php:19555-19569;api/app/Http/Route.php:75-77,354,1430;api/config/applications.php:2089-2100;recon/app/workflow_kafka_consumer/processor/consumer_service/api.py:5-20"
