from,to,type,via,identity,fidelity,confidence,source_refs
identity:xperience-inbound-basic,route:xperience/POST /v1/bulk-payouts/validate,authenticates,routes.InternalAuth plane + InternalAppRouteMap[api],,graph_only,confirmed,xperience/internal/interceptors/authz_interceptor.go:223-252;xperience/internal/routes/routes.go:458-475
identity:xperience-inbound-basic,route:xperience/POST /v1/bulk-payouts/{id}/process,authenticates,routes.InternalAuth plane + InternalAppRouteMap[api],,graph_only,confirmed,xperience/internal/interceptors/authz_interceptor.go:223-252;xperience/internal/routes/routes.go:458-475
journey:accounting/async_state,family:accounting,implements,,,,confirmed,
journey:accounting/async_state,sub:dcs-stub,depends_on,substitute exercised by this journey,,,confirmed,
journey:accounting/async_state,sub:kong-lite,depends_on,substitute exercised by this journey,,,confirmed,
journey:accounting/async_state,sub:monolith-stub,depends_on,substitute exercised by this journey,,,confirmed,
journey:accounting/async_state,sub:mozart-sim,depends_on,substitute exercised by this journey,,,confirmed,
journey:accounting/async_state,sub:splitz-stub,depends_on,substitute exercised by this journey,,,confirmed,
journey:accounting/cancel_or_reverse,family:accounting,implements,,,,confirmed,
journey:accounting/cancel_or_reverse,sub:dcs-stub,depends_on,substitute exercised by this journey,,,confirmed,
journey:accounting/cancel_or_reverse,sub:kong-lite,depends_on,substitute exercised by this journey,,,confirmed,
journey:accounting/cancel_or_reverse,sub:monolith-stub,depends_on,substitute exercised by this journey,,,confirmed,
journey:accounting/cancel_or_reverse,sub:mozart-sim,depends_on,substitute exercised by this journey,,,confirmed,
journey:accounting/cancel_or_reverse,sub:splitz-stub,depends_on,substitute exercised by this journey,,,confirmed,
journey:accounting/failure,family:accounting,implements,,,,confirmed,
journey:accounting/failure,sub:dcs-stub,depends_on,substitute exercised by this journey,,,confirmed,
journey:accounting/failure,sub:kong-lite,depends_on,substitute exercised by this journey,,,confirmed,
journey:accounting/failure,sub:monolith-stub,depends_on,substitute exercised by this journey,,,confirmed,
journey:accounting/failure,sub:mozart-sim,depends_on,substitute exercised by this journey,,,confirmed,
journey:accounting/failure,sub:splitz-stub,depends_on,substitute exercised by this journey,,,confirmed,
journey:accounting/idempotency,family:accounting,implements,,,,confirmed,
journey:accounting/idempotency,sub:dcs-stub,depends_on,substitute exercised by this journey,,,confirmed,
journey:accounting/idempotency,sub:kong-lite,depends_on,substitute exercised by this journey,,,confirmed,
journey:accounting/idempotency,sub:monolith-stub,depends_on,substitute exercised by this journey,,,confirmed,
journey:accounting/idempotency,sub:mozart-sim,depends_on,substitute exercised by this journey,,,confirmed,
journey:accounting/idempotency,sub:splitz-stub,depends_on,substitute exercised by this journey,,,confirmed,
journey:accounting/success,family:accounting,implements,,,,confirmed,
journey:accounting/success,sub:dcs-stub,depends_on,substitute exercised by this journey,,,confirmed,
journey:accounting/success,sub:kong-lite,depends_on,substitute exercised by this journey,,,confirmed,
journey:accounting/success,sub:monolith-stub,depends_on,substitute exercised by this journey,,,confirmed,
journey:accounting/success,sub:mozart-sim,depends_on,substitute exercised by this journey,,,confirmed,
journey:accounting/success,sub:splitz-stub,depends_on,substitute exercised by this journey,,,confirmed,
journey:approval-workflow/async_state,family:approval-workflow,implements,,,,confirmed,
journey:approval-workflow/async_state,sub:dcs-stub,depends_on,substitute exercised by this journey,,,confirmed,
journey:approval-workflow/async_state,sub:kong-lite,depends_on,substitute exercised by this journey,,,confirmed,
journey:approval-workflow/async_state,sub:monolith-stub,depends_on,substitute exercised by this journey,,,confirmed,
journey:approval-workflow/async_state,sub:mozart-sim,depends_on,substitute exercised by this journey,,,confirmed,
journey:approval-workflow/async_state,sub:splitz-stub,depends_on,substitute exercised by this journey,,,confirmed,
journey:approval-workflow/async_state,sub:workflow-engine,depends_on,substitute exercised by this journey,,,confirmed,
journey:approval-workflow/cancel_or_reverse,family:approval-workflow,implements,,,,confirmed,
journey:approval-workflow/cancel_or_reverse,sub:dcs-stub,depends_on,substitute exercised by this journey,,,confirmed,
journey:approval-workflow/cancel_or_reverse,sub:kong-lite,depends_on,substitute exercised by this journey,,,confirmed,
journey:approval-workflow/cancel_or_reverse,sub:monolith-stub,depends_on,substitute exercised by this journey,,,confirmed,
journey:approval-workflow/cancel_or_reverse,sub:mozart-sim,depends_on,substitute exercised by this journey,,,confirmed,
journey:approval-workflow/cancel_or_reverse,sub:splitz-stub,depends_on,substitute exercised by this journey,,,confirmed,
journey:approval-workflow/cancel_or_reverse,sub:workflow-engine,depends_on,substitute exercised by this journey,,,confirmed,
journey:approval-workflow/concurrency,family:approval-workflow,implements,,,,confirmed,
journey:approval-workflow/concurrency,sub:dcs-stub,depends_on,substitute exercised by this journey,,,confirmed,
journey:approval-workflow/concurrency,sub:kong-lite,depends_on,substitute exercised by this journey,,,confirmed,
journey:approval-workflow/concurrency,sub:monolith-stub,depends_on,substitute exercised by this journey,,,confirmed,
journey:approval-workflow/concurrency,sub:mozart-sim,depends_on,substitute exercised by this journey,,,confirmed,
journey:approval-workflow/concurrency,sub:splitz-stub,depends_on,substitute exercised by this journey,,,confirmed,
journey:approval-workflow/concurrency,sub:workflow-engine,depends_on,substitute exercised by this journey,,,confirmed,
journey:approval-workflow/failure,family:approval-workflow,implements,,,,confirmed,
journey:approval-workflow/failure,sub:dcs-stub,depends_on,substitute exercised by this journey,,,confirmed,
journey:approval-workflow/failure,sub:kong-lite,depends_on,substitute exercised by this journey,,,confirmed,
journey:approval-workflow/failure,sub:monolith-stub,depends_on,substitute exercised by this journey,,,confirmed,
journey:approval-workflow/failure,sub:mozart-sim,depends_on,substitute exercised by this journey,,,confirmed,
journey:approval-workflow/failure,sub:splitz-stub,depends_on,substitute exercised by this journey,,,confirmed,
journey:approval-workflow/failure,sub:workflow-engine,depends_on,substitute exercised by this journey,,,confirmed,
journey:approval-workflow/idempotency,family:approval-workflow,implements,,,,confirmed,
journey:approval-workflow/idempotency,sub:dcs-stub,depends_on,substitute exercised by this journey,,,confirmed,
journey:approval-workflow/idempotency,sub:kong-lite,depends_on,substitute exercised by this journey,,,confirmed,
journey:approval-workflow/idempotency,sub:monolith-stub,depends_on,substitute exercised by this journey,,,confirmed,
journey:approval-workflow/idempotency,sub:mozart-sim,depends_on,substitute exercised by this journey,,,confirmed,
journey:approval-workflow/idempotency,sub:splitz-stub,depends_on,substitute exercised by this journey,,,confirmed,
journey:approval-workflow/idempotency,sub:workflow-engine,depends_on,substitute exercised by this journey,,,confirmed,
journey:approval-workflow/maker_checker,family:approval-workflow,implements,,,,confirmed,
journey:approval-workflow/maker_checker,sub:dcs-stub,depends_on,substitute exercised by this journey,,,confirmed,
journey:approval-workflow/maker_checker,sub:kong-lite,depends_on,substitute exercised by this journey,,,confirmed,
journey:approval-workflow/maker_checker,sub:monolith-stub,depends_on,substitute exercised by this journey,,,confirmed,
journey:approval-workflow/maker_checker,sub:mozart-sim,depends_on,substitute exercised by this journey,,,confirmed,
journey:approval-workflow/maker_checker,sub:splitz-stub,depends_on,substitute exercised by this journey,,,confirmed,
journey:approval-workflow/maker_checker,sub:workflow-engine,depends_on,substitute exercised by this journey,,,confirmed,
journey:approval-workflow/n_of_m,family:approval-workflow,implements,,,,confirmed,
journey:approval-workflow/n_of_m,sub:dcs-stub,depends_on,substitute exercised by this journey,,,confirmed,
journey:approval-workflow/n_of_m,sub:kong-lite,depends_on,substitute exercised by this journey,,,confirmed,
journey:approval-workflow/n_of_m,sub:monolith-stub,depends_on,substitute exercised by this journey,,,confirmed,
journey:approval-workflow/n_of_m,sub:mozart-sim,depends_on,substitute exercised by this journey,,,confirmed,
journey:approval-workflow/n_of_m,sub:splitz-stub,depends_on,substitute exercised by this journey,,,confirmed,
journey:approval-workflow/n_of_m,sub:workflow-engine,depends_on,substitute exercised by this journey,,,confirmed,
journey:approval-workflow/success,family:approval-workflow,implements,,,,confirmed,
journey:approval-workflow/success,sub:dcs-stub,depends_on,substitute exercised by this journey,,,confirmed,
journey:approval-workflow/success,sub:kong-lite,depends_on,substitute exercised by this journey,,,confirmed,
journey:approval-workflow/success,sub:monolith-stub,depends_on,substitute exercised by this journey,,,confirmed,
journey:approval-workflow/success,sub:mozart-sim,depends_on,substitute exercised by this journey,,,confirmed,
journey:approval-workflow/success,sub:splitz-stub,depends_on,substitute exercised by this journey,,,confirmed,
journey:approval-workflow/success,sub:workflow-engine,depends_on,substitute exercised by this journey,,,confirmed,
journey:async-workers/async_state,family:async-workers,implements,,,,confirmed,
journey:async-workers/async_state,sub:dcs-stub,depends_on,substitute exercised by this journey,,,confirmed,
journey:async-workers/async_state,sub:kong-lite,depends_on,substitute exercised by this journey,,,confirmed,
journey:async-workers/async_state,sub:monolith-stub,depends_on,substitute exercised by this journey,,,confirmed,
journey:async-workers/async_state,sub:mozart-sim,depends_on,substitute exercised by this journey,,,confirmed,
journey:async-workers/async_state,sub:splitz-stub,depends_on,substitute exercised by this journey,,,confirmed,
journey:async-workers/failure,family:async-workers,implements,,,,confirmed,
journey:async-workers/failure,sub:dcs-stub,depends_on,substitute exercised by this journey,,,confirmed,
journey:async-workers/failure,sub:kong-lite,depends_on,substitute exercised by this journey,,,confirmed,
journey:async-workers/failure,sub:monolith-stub,depends_on,substitute exercised by this journey,,,confirmed,
journey:async-workers/failure,sub:mozart-sim,depends_on,substitute exercised by this journey,,,confirmed,
journey:async-workers/failure,sub:splitz-stub,depends_on,substitute exercised by this journey,,,confirmed,
journey:async-workers/idempotency,family:async-workers,implements,,,,confirmed,
journey:async-workers/idempotency,sub:dcs-stub,depends_on,substitute exercised by this journey,,,confirmed,
journey:async-workers/idempotency,sub:kong-lite,depends_on,substitute exercised by this journey,,,confirmed,
journey:async-workers/idempotency,sub:monolith-stub,depends_on,substitute exercised by this journey,,,confirmed,
journey:async-workers/idempotency,sub:mozart-sim,depends_on,substitute exercised by this journey,,,confirmed,
journey:async-workers/idempotency,sub:splitz-stub,depends_on,substitute exercised by this journey,,,confirmed,
journey:async-workers/success,family:async-workers,implements,,,,confirmed,
journey:async-workers/success,sub:dcs-stub,depends_on,substitute exercised by this journey,,,confirmed,
journey:async-workers/success,sub:kong-lite,depends_on,substitute exercised by this journey,,,confirmed,
journey:async-workers/success,sub:monolith-stub,depends_on,substitute exercised by this journey,,,confirmed,
journey:async-workers/success,sub:mozart-sim,depends_on,substitute exercised by this journey,,,confirmed,
journey:async-workers/success,sub:splitz-stub,depends_on,substitute exercised by this journey,,,confirmed,
journey:beneficiary-fund-accounts/async_state,family:beneficiary-fund-accounts,implements,,,,confirmed,
journey:beneficiary-fund-accounts/async_state,sub:dcs-stub,depends_on,substitute exercised by this journey,,,confirmed,
journey:beneficiary-fund-accounts/async_state,sub:kong-lite,depends_on,substitute exercised by this journey,,,confirmed,
journey:beneficiary-fund-accounts/async_state,sub:monolith-stub,depends_on,substitute exercised by this journey,,,confirmed,
journey:beneficiary-fund-accounts/async_state,sub:mozart-sim,depends_on,substitute exercised by this journey,,,confirmed,
journey:beneficiary-fund-accounts/async_state,sub:splitz-stub,depends_on,substitute exercised by this journey,,,confirmed,
journey:beneficiary-fund-accounts/cfa_api,family:beneficiary-fund-accounts,implements,,,,confirmed,
journey:beneficiary-fund-accounts/cfa_api,sub:dcs-stub,depends_on,substitute exercised by this journey,,,confirmed,
journey:beneficiary-fund-accounts/cfa_api,sub:kong-lite,depends_on,substitute exercised by this journey,,,confirmed,
journey:beneficiary-fund-accounts/cfa_api,sub:monolith-stub,depends_on,substitute exercised by this journey,,,confirmed,
journey:beneficiary-fund-accounts/cfa_api,sub:mozart-sim,depends_on,substitute exercised by this journey,,,confirmed,
